id,target,day,month,duration,contactId,age,gender,job,maritalStatus,education,creditFailure,accountBalance,house,credit,contactType,numberOfContacts,daySinceLastCampaign,numberOfContactsLastCampaign,lastCampaignResult
432144566,no,12,may,262,6522407,30,male,manager,divorced,highSchool,no,37,no,no,unknown,2,,0,unknown
432162655,no,11,aug,107,6524866,57,female,retired,married,highSchool,no,13834,no,no,cellPhone,1,,0,unknown
432157724,no,18,jul,359,6528475,36,female,manager,married,uniGraduated,no,635,yes,no,cellPhone,1,,0,unknown
432183240,yes,12,aug,810,6533211,34,female,manager,single,uniGraduated,no,48,yes,no,cellPhone,3,93.0,6,failure
432153674,no,18,jun,18,6539755,54,male,technical,single,uniGraduated,no,1433,yes,yes,unknown,20,,0,unknown
432181610,no,18,may,172,6541034,29,male,administrative,single,highSchool,no,596,yes,no,cellPhone,2,346.0,6,failure
432175835,yes,20,apr,194,6542714,49,male,technical,married,uniGraduated,no,2611,no,no,cellPhone,2,,0,unknown
432154730,no,27,jun,244,6542940,56,female,manager,married,uniGraduated,no,382,no,no,unknown,2,,0,unknown
432152829,no,16,jun,143,6546250,48,male,technical,married,unknown,no,5543,no,no,unknown,5,,0,unknown
432146565,no,19,may,163,6546840,49,male,manager,married,uniGraduated,no,68,yes,yes,unknown,3,,0,unknown
432175189,no,17,apr,727,6547247,42,female,houseWife,married,highSchool,no,314,yes,yes,cellPhone,2,,0,unknown
432164140,no,20,aug,108,6547345,32,male,manager,single,uniGraduated,no,1,no,no,cellPhone,5,,0,unknown
432187102,yes,9,sep,204,6547657,33,female,administrative,single,highSchool,no,555,yes,no,cellPhone,1,365.0,1,success
432157264,no,16,jul,293,6548400,56,male,unemployed,married,highSchool,no,2629,no,no,cellPhone,2,,0,unknown
432186846,yes,10,aug,263,6548647,30,male,technical,single,uniGraduated,no,2325,no,no,cellPhone,1,127.0,7,failure
432168732,no,20,nov,81,6551641,38,male,worker,married,secondarySchool,no,433,no,no,cellPhone,2,136.0,3,failure
432163479,no,14,aug,60,6553483,30,female,manager,married,uniGraduated,no,1384,yes,no,landline,2,,0,unknown
432149953,no,30,may,523,6558777,60,female,worker,married,highSchool,no,2620,yes,no,unknown,1,,0,unknown
432174141,no,8,apr,125,6562080,28,male,student,single,highSchool,no,11555,no,no,cellPhone,2,,0,unknown
432176675,no,4,may,126,6562797,33,female,selfEmployed,single,uniGraduated,no,1049,no,no,cellPhone,4,,0,unknown
432160064,no,29,jul,277,6563334,55,male,retired,married,highSchool,no,1467,no,yes,cellPhone,2,,0,unknown
432183777,no,4,sep,384,6564250,52,female,technical,married,highSchool,no,1423,no,no,landline,1,91.0,1,other
432142951,no,6,may,121,6564573,51,female,worker,married,highSchool,no,50,yes,yes,unknown,1,,0,unknown
432179502,no,13,may,101,6564768,53,female,administrative,single,highSchool,no,233,yes,no,cellPhone,1,,0,unknown
432163088,no,13,aug,272,6567153,49,female,technical,married,highSchool,no,3392,no,no,cellPhone,2,,0,unknown
432162099,no,8,aug,174,6574590,33,female,manager,married,uniGraduated,no,2126,no,no,cellPhone,2,,0,unknown
432166154,no,29,aug,73,6576586,33,male,services,married,highSchool,no,28,no,no,cellPhone,2,,0,unknown
432177691,no,7,may,52,6580872,31,female,technical,married,highSchool,no,504,yes,yes,cellPhone,2,,0,unknown
432142452,no,5,may,197,6584110,44,male,worker,married,highSchool,no,54,yes,no,unknown,1,,0,unknown
432167906,no,19,nov,161,6585507,45,female,houseWife,married,highSchool,no,16358,no,no,landline,1,,0,unknown
432169248,no,21,nov,10,6585817,36,male,manager,married,uniGraduated,no,14462,yes,no,cellPhone,5,,0,unknown
432145610,no,15,may,113,6587015,58,male,technical,married,highSchool,no,5618,yes,no,unknown,1,,0,unknown
432182560,no,9,jun,100,6589923,31,female,technical,single,highSchool,no,816,no,no,cellPhone,2,,0,unknown
432169783,yes,21,nov,579,6597090,49,male,manager,married,uniGraduated,no,22520,no,no,cellPhone,9,,0,unknown
432152508,no,11,jun,46,6598384,43,female,administrative,divorced,highSchool,no,57,no,no,unknown,1,,0,unknown
432175046,no,17,apr,82,6598396,79,male,retired,married,secondarySchool,no,3481,no,no,landline,4,,0,unknown
432144491,no,12,may,34,6598680,31,female,technical,married,highSchool,no,6890,yes,no,unknown,1,,0,unknown
432184395,yes,29,oct,401,6599191,60,male,worker,married,secondarySchool,no,5,no,no,cellPhone,1,,0,unknown
432165280,no,26,aug,73,6599294,33,female,technical,single,highSchool,no,0,no,no,cellPhone,4,,0,unknown
432150128,no,30,may,130,6599568,41,female,houseWife,married,uniGraduated,no,783,yes,no,unknown,2,,0,unknown
432177759,no,7,may,101,6610022,45,female,administrative,single,highSchool,no,-101,yes,no,cellPhone,1,301.0,1,failure
432169580,yes,21,nov,902,6612688,47,male,technical,married,highSchool,no,834,no,yes,cellPhone,1,133.0,2,other
432164822,no,22,aug,149,6614822,50,female,worker,married,secondarySchool,no,1052,no,no,cellPhone,4,,0,unknown
432166622,yes,17,nov,1303,6615970,34,male,worker,married,highSchool,no,751,yes,yes,cellPhone,1,,0,unknown
432145755,no,15,may,126,6616187,30,female,worker,married,secondarySchool,no,124,yes,no,unknown,4,,0,unknown
432170222,no,28,jan,97,6617609,46,male,manager,divorced,uniGraduated,no,194,no,no,cellPhone,1,,0,unknown
432171984,no,3,feb,148,6618419,43,female,technical,married,highSchool,no,473,yes,no,cellPhone,3,211.0,5,failure
432184302,yes,23,oct,130,6621043,33,female,services,divorced,highSchool,no,2411,yes,no,cellPhone,1,161.0,1,failure
432165627,no,27,aug,102,6625406,45,female,worker,married,secondarySchool,no,692,yes,yes,cellPhone,4,,0,unknown
432170711,no,29,jan,125,6627670,41,male,administrative,single,highSchool,no,386,no,no,cellPhone,1,,0,unknown
432146291,no,16,may,152,6629469,49,female,technical,divorced,uniGraduated,no,874,yes,no,unknown,2,,0,unknown
432143903,no,8,may,179,6633022,40,female,services,single,highSchool,no,23,yes,no,unknown,5,,0,unknown
432172240,no,4,feb,283,6633255,59,male,selfEmployed,married,uniGraduated,no,185,no,no,cellPhone,1,,0,unknown
432149860,no,29,may,52,6634477,46,male,manager,married,uniGraduated,no,385,yes,no,unknown,4,,0,unknown
432175487,no,20,apr,354,6643787,43,male,technical,married,secondarySchool,no,2586,yes,no,cellPhone,1,,0,unknown
432177064,no,5,may,189,6645346,36,female,worker,married,highSchool,no,0,yes,no,cellPhone,1,,0,unknown
432155490,no,8,jul,92,6646382,42,female,unemployed,divorced,highSchool,no,2699,no,no,cellPhone,2,,0,unknown
432154976,no,4,jul,400,6647104,32,male,technical,single,highSchool,no,-28,no,yes,unknown,1,,0,unknown
432165608,no,27,aug,9,6648443,31,female,technical,divorced,highSchool,no,-175,no,no,landline,15,,0,unknown
432154781,no,30,jun,224,6653044,33,male,worker,married,secondarySchool,no,276,no,no,unknown,2,,0,unknown
432171646,no,2,feb,170,6656368,30,female,administrative,single,highSchool,no,3156,no,no,cellPhone,1,,0,unknown
432155875,no,9,jul,119,6661185,60,male,retired,married,unknown,no,2150,yes,yes,cellPhone,1,,0,unknown
432147542,no,21,may,135,6662682,38,female,worker,married,highSchool,no,776,yes,no,unknown,2,,0,unknown
432148506,no,27,may,275,6663600,32,male,manager,divorced,uniGraduated,no,-634,yes,yes,unknown,1,,0,unknown
432180628,no,15,may,1286,6664217,27,female,technical,married,highSchool,no,317,yes,yes,cellPhone,1,,0,unknown
432174432,no,14,apr,706,6666057,33,female,administrative,married,highSchool,no,2374,yes,no,cellPhone,2,,0,unknown
432175729,no,20,apr,198,6667950,50,female,manager,divorced,uniGraduated,no,516,yes,yes,cellPhone,1,,0,unknown
432173207,no,9,feb,79,6668409,32,male,unemployed,married,unknown,no,881,no,no,cellPhone,5,,0,unknown
432144017,no,9,may,143,6673134,32,male,services,married,highSchool,no,2068,yes,yes,unknown,1,,0,unknown
432166760,no,17,nov,42,6673236,45,female,manager,divorced,uniGraduated,no,6572,yes,no,cellPhone,2,,0,unknown
432166648,no,17,nov,258,6674096,38,female,entrepreneur,married,highSchool,no,0,yes,yes,cellPhone,1,,0,unknown
432158180,no,21,jul,564,6674823,51,female,retired,married,highSchool,no,-14,no,yes,cellPhone,5,,0,unknown
432155124,no,7,jul,223,6674938,29,male,administrative,married,highSchool,no,488,no,yes,cellPhone,1,,0,unknown
432162962,no,12,aug,338,6684560,36,female,technical,single,uniGraduated,no,1072,yes,no,cellPhone,2,,0,unknown
432181582,no,18,may,222,6686386,34,female,administrative,married,highSchool,no,393,yes,no,cellPhone,4,355.0,1,failure
432179114,yes,12,may,844,6691532,33,female,worker,married,highSchool,no,1240,yes,no,cellPhone,1,,0,unknown
432182720,yes,22,jun,459,6692644,37,female,administrative,married,highSchool,no,2061,yes,yes,cellPhone,1,109.0,3,failure
432156193,no,10,jul,182,6692945,32,female,services,single,highSchool,no,-23,no,no,cellPhone,1,,0,unknown
432154366,no,20,jun,81,6694647,59,male,worker,married,secondarySchool,no,2814,no,no,unknown,3,,0,unknown
432168005,no,19,nov,140,6698055,35,male,selfEmployed,married,uniGraduated,no,8647,no,no,cellPhone,2,,0,unknown
432175551,no,20,apr,317,6701627,54,female,houseWife,divorced,secondarySchool,no,502,yes,no,cellPhone,1,,0,unknown
432184961,no,12,jan,131,6704149,65,female,manager,married,uniGraduated,no,1097,no,no,cellPhone,1,196.0,1,other
432176066,yes,21,apr,137,6704318,78,male,retired,married,secondarySchool,no,8556,no,no,landline,2,,0,unknown
432156606,no,14,jul,80,6705508,36,female,administrative,single,highSchool,no,0,yes,no,cellPhone,2,,0,unknown
432168120,no,19,nov,87,6710672,43,male,unemployed,divorced,highSchool,no,1577,yes,no,cellPhone,1,,0,unknown
432146317,no,16,may,198,6713873,49,male,manager,married,secondarySchool,no,267,yes,no,unknown,5,,0,unknown
432168642,no,20,nov,333,6714573,39,male,technical,single,highSchool,no,1104,no,no,cellPhone,2,105.0,2,success
432161312,no,4,aug,958,6715647,53,female,manager,married,uniGraduated,no,2578,no,no,cellPhone,2,,0,unknown
432150578,no,2,jun,86,6716771,40,male,services,divorced,secondarySchool,no,1937,yes,no,unknown,1,,0,unknown
432186311,no,23,jun,883,6722752,32,female,manager,married,uniGraduated,no,913,yes,no,cellPhone,1,674.0,4,failure
432175555,no,20,apr,369,6727684,24,female,worker,married,highSchool,no,1222,yes,no,cellPhone,1,,0,unknown
432180943,no,15,may,376,6732629,28,female,services,single,highSchool,no,118,yes,yes,cellPhone,3,368.0,1,failure
432145265,no,14,may,322,6733185,43,male,unemployed,single,secondarySchool,no,698,yes,no,unknown,1,,0,unknown
432162353,no,8,aug,52,6734252,36,female,technical,married,uniGraduated,no,4388,no,no,cellPhone,3,,0,unknown
432159433,no,25,jul,587,6736734,42,male,houseWife,married,secondarySchool,no,1523,yes,yes,cellPhone,5,,0,unknown
432143842,no,8,may,255,6738318,57,male,administrative,married,highSchool,no,1216,yes,no,unknown,6,,0,unknown
432184748,no,3,dec,97,6739270,27,female,worker,single,highSchool,no,-46,yes,no,cellPhone,3,199.0,8,other
432176932,no,5,may,184,6740579,40,male,services,married,highSchool,no,0,yes,no,cellPhone,1,334.0,2,failure
432146292,no,16,may,283,6747690,49,male,worker,divorced,highSchool,yes,259,no,no,unknown,2,,0,unknown
432177673,no,7,may,275,6748011,48,male,worker,married,highSchool,yes,0,yes,yes,cellPhone,1,,0,unknown
432167168,no,18,nov,56,6748033,48,male,technical,married,highSchool,no,6376,yes,no,cellPhone,4,,0,unknown
432180246,no,14,may,108,6756886,33,male,technical,married,highSchool,no,318,yes,no,cellPhone,4,342.0,14,other
432177466,no,6,may,151,6760616,39,female,technical,married,highSchool,no,147,yes,no,cellPhone,2,,0,unknown
432143424,no,7,may,191,6761091,27,female,worker,single,highSchool,no,0,yes,no,unknown,4,,0,unknown
432164116,no,19,aug,386,6762458,49,male,manager,single,uniGraduated,no,370,no,no,cellPhone,3,,0,unknown
432182589,no,15,jun,294,6762808,28,male,selfEmployed,single,highSchool,no,1536,no,no,cellPhone,3,,0,unknown
432179109,no,12,may,232,6763845,31,female,worker,married,highSchool,no,439,yes,no,cellPhone,2,,0,unknown
432164496,no,21,aug,151,6769750,33,male,manager,married,uniGraduated,no,150,no,no,cellPhone,2,,0,unknown
432171568,no,2,feb,324,6772008,61,male,houseWife,single,unknown,no,893,no,no,landline,1,,0,unknown
432152026,no,6,jun,67,6773440,39,female,administrative,divorced,highSchool,no,2610,no,no,unknown,5,,0,unknown
432174661,no,16,apr,244,6773948,36,female,administrative,single,highSchool,no,1414,yes,no,cellPhone,1,,0,unknown
432147946,no,23,may,100,6774023,34,male,worker,married,secondarySchool,no,358,yes,no,unknown,4,,0,unknown
432182701,no,19,jun,177,6774555,26,male,manager,divorced,uniGraduated,no,667,no,no,landline,2,,0,unknown
432148436,no,27,may,322,6783811,35,male,unemployed,married,uniGraduated,no,226,no,no,unknown,5,,0,unknown
432177653,yes,7,may,574,6785965,59,female,administrative,single,highSchool,no,2166,yes,yes,cellPhone,1,,0,unknown
432146745,no,20,may,21,6788223,60,male,technical,married,unknown,no,132,yes,no,unknown,11,,0,unknown
432158732,no,23,jul,213,6789864,52,female,manager,married,highSchool,no,638,yes,no,cellPhone,1,,0,unknown
432178012,no,8,may,65,6798692,57,female,services,married,highSchool,no,68,yes,no,cellPhone,2,,0,unknown
432145839,no,15,may,95,6800009,56,female,worker,single,secondarySchool,no,739,yes,no,unknown,1,,0,unknown
432174876,no,17,apr,346,6802575,28,male,student,single,highSchool,no,378,yes,no,cellPhone,1,,0,unknown
432178750,no,11,may,64,6806413,41,female,administrative,married,highSchool,no,542,yes,no,landline,2,347.0,1,other
432184703,no,25,nov,87,6806892,33,male,manager,married,uniGraduated,no,334,no,no,cellPhone,1,,0,unknown
432151104,no,4,jun,749,6806946,27,male,services,married,highSchool,no,-1202,yes,no,unknown,2,,0,unknown
432142685,no,5,may,402,6807215,51,female,administrative,single,highSchool,yes,-2,no,no,unknown,3,,0,unknown
432185192,no,3,feb,126,6808162,42,male,administrative,married,highSchool,no,100,yes,no,cellPhone,1,,0,unknown
432175499,yes,20,apr,1550,6811807,46,female,manager,married,secondarySchool,no,3229,yes,no,cellPhone,1,,0,unknown
432186761,yes,4,aug,605,6814619,49,male,worker,married,highSchool,no,1730,yes,no,cellPhone,2,92.0,4,success
432173483,yes,18,feb,209,6815034,28,male,student,single,highSchool,no,0,no,no,cellPhone,20,,0,unknown
432159969,no,29,jul,33,6821379,43,male,unknown,married,secondarySchool,no,2113,no,no,cellPhone,2,,0,unknown
432149769,no,29,may,587,6823410,39,female,manager,single,highSchool,no,835,yes,no,unknown,4,,0,unknown
432168202,no,19,nov,67,6826604,53,female,manager,divorced,uniGraduated,no,26306,yes,no,cellPhone,3,,0,unknown
432150648,no,2,jun,130,6828204,34,female,worker,married,secondarySchool,no,1090,yes,no,unknown,2,,0,unknown
432143375,no,7,may,241,6831938,31,male,worker,married,secondarySchool,no,19,yes,no,unknown,2,,0,unknown
432158969,no,24,jul,142,6835985,50,male,worker,married,secondarySchool,no,27,yes,no,cellPhone,1,,0,unknown
432186582,no,20,jul,296,6837630,46,female,worker,married,highSchool,no,6879,no,no,cellPhone,1,281.0,2,failure
432171000,no,29,jan,61,6845091,29,male,unemployed,single,secondarySchool,no,115,no,no,cellPhone,2,,0,unknown
432161721,no,6,aug,291,6845392,37,female,technical,single,highSchool,yes,-56,yes,no,cellPhone,4,,0,unknown
432149048,no,28,may,154,6845936,40,male,manager,married,uniGraduated,no,-130,yes,no,unknown,2,,0,unknown
432163767,no,18,aug,73,6854280,38,male,technical,divorced,highSchool,no,1221,yes,yes,cellPhone,7,,0,unknown
432174663,no,16,apr,150,6855087,41,female,worker,married,secondarySchool,no,795,yes,yes,cellPhone,1,,0,unknown
432186198,yes,1,jun,296,6855419,31,female,manager,single,uniGraduated,no,515,no,no,cellPhone,5,,0,unknown
432173098,no,6,feb,187,6855508,42,male,technical,married,highSchool,no,769,no,no,cellPhone,2,246.0,1,failure
432184956,no,11,jan,28,6856807,50,female,manager,single,uniGraduated,no,486,no,yes,unknown,1,,0,unknown
432158785,no,23,jul,448,6858569,48,male,worker,married,highSchool,no,291,yes,no,cellPhone,2,,0,unknown
432158000,no,21,jul,730,6859464,57,male,unemployed,divorced,highSchool,no,753,no,no,cellPhone,8,,0,unknown
432156065,no,10,jul,281,6860850,48,female,worker,single,highSchool,no,-367,yes,no,cellPhone,1,,0,unknown
432161162,no,31,jul,50,6860998,38,female,administrative,married,highSchool,no,47,yes,yes,cellPhone,11,,0,unknown
432142975,no,6,may,218,6863921,34,male,administrative,single,unknown,no,2434,yes,no,unknown,4,,0,unknown
432165372,no,26,aug,24,6866473,40,female,manager,single,uniGraduated,no,0,yes,no,cellPhone,16,,0,unknown
432152634,no,12,jun,112,6868204,38,female,technical,married,uniGraduated,no,0,no,no,unknown,2,,0,unknown
432152747,no,12,jun,124,6869152,35,female,worker,married,secondarySchool,no,1116,yes,no,unknown,1,,0,unknown
432186527,no,14,jul,343,6870343,30,male,administrative,married,highSchool,no,222,no,no,landline,9,,0,unknown
432154994,no,4,jul,608,6871747,50,female,manager,married,uniGraduated,no,453,no,yes,unknown,1,,0,unknown
432143810,no,8,may,186,6873869,42,male,retired,married,secondarySchool,no,0,yes,no,unknown,2,,0,unknown
432182517,yes,5,jun,366,6877824,30,male,unemployed,single,uniGraduated,no,1159,no,no,landline,1,,0,unknown
432170758,no,29,jan,133,6878849,34,male,manager,married,uniGraduated,no,349,yes,yes,cellPhone,2,185.0,3,failure
432186404,yes,1,jul,304,6880037,63,male,retired,married,highSchool,no,2896,no,no,cellPhone,1,119.0,2,success
432179108,no,12,may,463,6883130,41,female,worker,married,highSchool,no,552,yes,no,cellPhone,1,,0,unknown
432151172,no,4,jun,149,6884582,51,male,services,married,secondarySchool,no,-553,yes,no,unknown,8,,0,unknown
432143596,no,8,may,106,6887035,41,male,manager,married,uniGraduated,no,1773,no,no,unknown,1,,0,unknown
432155788,no,9,jul,275,6887372,59,male,unemployed,married,uniGraduated,no,6,yes,no,cellPhone,1,,0,unknown
432156282,no,10,jul,353,6890265,28,female,worker,single,highSchool,no,339,yes,no,cellPhone,1,,0,unknown
432162631,no,11,aug,134,6895121,43,male,technical,married,highSchool,no,3723,yes,no,cellPhone,4,,0,unknown
432178200,no,8,may,176,6896880,53,male,services,married,highSchool,no,125,yes,no,cellPhone,1,,0,unknown
432183027,yes,6,aug,254,6897934,67,male,retired,married,uniGraduated,no,701,no,no,cellPhone,2,,0,unknown
432187011,yes,2,sep,404,6899437,41,female,unemployed,single,uniGraduated,no,7968,no,no,cellPhone,1,184.0,4,success
432167189,no,18,nov,242,6900019,55,female,worker,married,highSchool,no,1164,no,no,cellPhone,1,,0,unknown
432187319,yes,11,oct,285,6900657,36,male,technical,single,highSchool,no,12264,no,no,cellPhone,1,182.0,2,success
432147551,no,21,may,526,6907474,46,female,worker,married,secondarySchool,no,328,yes,no,unknown,8,,0,unknown
432181761,no,22,may,106,6908638,44,male,technical,married,highSchool,no,2981,yes,yes,cellPhone,1,101.0,2,failure
432184991,yes,13,jan,380,6911904,60,female,retired,married,highSchool,no,938,no,no,cellPhone,3,,0,unknown
432161928,no,7,aug,244,6913247,30,male,technical,married,uniGraduated,no,14355,no,no,cellPhone,2,,0,unknown
432164720,no,22,aug,90,6913942,52,female,manager,married,highSchool,no,189,no,no,cellPhone,2,,0,unknown
432173843,no,2,apr,80,6917245,54,male,manager,divorced,uniGraduated,no,5399,no,yes,cellPhone,3,,0,unknown
432147294,no,21,may,63,6928731,31,male,administrative,married,highSchool,no,8784,yes,no,unknown,2,,0,unknown
432182779,no,2,jul,160,6930000,33,female,technical,married,highSchool,no,3000,yes,yes,cellPhone,1,,0,unknown
432167181,no,18,nov,116,6930147,47,male,manager,divorced,uniGraduated,no,428,yes,no,cellPhone,1,167.0,1,other
432173096,no,6,feb,7,6933090,27,female,administrative,single,highSchool,no,6492,no,no,cellPhone,6,,0,unknown
432167532,no,18,nov,157,6933588,48,male,manager,single,uniGraduated,no,3713,yes,yes,cellPhone,2,,0,unknown
432183431,no,14,aug,153,6935575,36,female,technical,single,highSchool,no,1228,yes,no,cellPhone,2,102.0,3,success
432156317,no,10,jul,412,6939582,51,female,selfEmployed,married,uniGraduated,no,126,yes,no,cellPhone,1,,0,unknown
432176230,no,30,apr,75,6942156,41,female,manager,married,uniGraduated,no,2767,no,no,cellPhone,1,,0,unknown
432148291,no,26,may,372,6942423,30,female,unemployed,single,uniGraduated,no,306,no,no,unknown,14,,0,unknown
432150946,no,3,jun,132,6943580,28,male,manager,married,uniGraduated,no,3844,yes,no,unknown,2,,0,unknown
432170235,no,28,jan,99,6943837,44,female,administrative,married,highSchool,no,429,yes,no,cellPhone,1,246.0,4,failure
432179696,yes,13,may,314,6945541,30,female,student,single,uniGraduated,no,228,yes,no,cellPhone,2,,0,unknown
432166073,no,28,aug,22,6946945,49,female,manager,married,uniGraduated,no,223,no,no,cellPhone,22,,0,unknown
432170370,no,28,jan,212,6950666,44,female,services,married,highSchool,no,237,yes,no,cellPhone,2,,0,unknown
432159679,no,28,jul,395,6952490,35,female,worker,married,highSchool,no,449,yes,no,cellPhone,4,,0,unknown
432182912,no,10,jul,123,6957903,39,female,services,married,highSchool,no,972,yes,no,landline,4,,0,unknown
432161695,no,6,aug,72,6959228,49,female,manager,married,uniGraduated,no,322,no,no,cellPhone,4,,0,unknown
432168089,no,19,nov,196,6960126,47,female,worker,married,highSchool,no,0,yes,yes,cellPhone,1,,0,unknown
432170170,yes,28,jan,829,6962161,34,male,unknown,single,highSchool,no,859,no,no,cellPhone,1,,0,unknown
432164133,no,19,aug,159,6963585,32,male,manager,married,uniGraduated,no,5878,no,no,cellPhone,2,,0,unknown
432181983,no,26,may,82,6964818,28,female,administrative,married,highSchool,no,147,yes,yes,cellPhone,1,,0,unknown
432186895,no,12,aug,157,6965375,31,female,manager,married,uniGraduated,no,6980,no,no,cellPhone,2,,0,unknown
432146639,no,19,may,229,6968371,37,female,technical,married,highSchool,no,1633,yes,no,unknown,3,,0,unknown
432166711,no,17,nov,164,6968460,58,female,retired,married,highSchool,no,8332,no,no,unknown,2,96.0,4,failure
432170153,no,28,jan,41,6970242,43,male,technical,married,highSchool,no,-57,no,no,cellPhone,1,,0,unknown
432151188,no,4,jun,344,6971763,27,female,administrative,married,highSchool,no,-247,yes,yes,unknown,2,,0,unknown
432145585,no,15,may,121,6977893,43,female,worker,married,secondarySchool,no,1620,yes,no,unknown,1,,0,unknown
432186246,no,9,jun,722,6986728,50,female,administrative,married,highSchool,no,2971,no,no,cellPhone,2,,0,unknown
432186816,yes,6,aug,366,6989561,35,female,administrative,single,highSchool,no,-32,no,yes,cellPhone,2,178.0,9,success
432168016,no,19,nov,66,6991343,32,male,manager,married,uniGraduated,no,0,no,no,cellPhone,1,,0,unknown
432147970,no,23,may,90,6992725,44,female,worker,married,secondarySchool,no,-315,yes,no,unknown,3,,0,unknown
432161557,no,6,aug,152,6996033,58,male,services,married,highSchool,no,688,no,no,cellPhone,2,,0,unknown
432164776,no,22,aug,160,6998388,37,female,manager,single,uniGraduated,no,767,no,no,cellPhone,2,,0,unknown
432172614,no,5,feb,176,6998509,42,male,manager,married,highSchool,yes,-34,no,no,cellPhone,1,,0,unknown
432186414,yes,2,jul,632,7002127,43,female,technical,divorced,unknown,no,4389,no,no,landline,2,85.0,1,success
432157830,no,18,jul,905,7005543,40,male,retired,married,secondarySchool,no,-407,yes,no,cellPhone,3,,0,unknown
432186802,yes,5,aug,323,7007639,21,female,entrepreneur,single,uniGraduated,no,2077,no,no,cellPhone,1,,0,unknown
432182373,no,3,jun,161,7010111,34,male,worker,married,highSchool,no,398,yes,no,cellPhone,2,,0,unknown
432162777,no,12,aug,428,7011113,49,male,selfEmployed,married,highSchool,no,1103,no,no,cellPhone,2,,0,unknown
432161239,no,4,aug,152,7011564,58,female,retired,married,unknown,no,928,no,no,landline,2,,0,unknown
432177514,yes,7,may,923,7012549,32,male,manager,married,uniGraduated,no,2465,yes,yes,cellPhone,1,,0,unknown
432186666,no,28,jul,211,7019358,31,male,manager,single,uniGraduated,no,725,yes,no,cellPhone,1,92.0,2,failure
432149353,no,28,may,471,7022053,42,female,technical,divorced,highSchool,no,0,yes,no,unknown,2,,0,unknown
432152992,no,16,jun,599,7022514,50,male,worker,married,unknown,no,0,no,no,unknown,3,,0,unknown
432151146,no,4,jun,87,7023997,33,male,worker,married,highSchool,no,355,yes,no,unknown,3,,0,unknown
432175703,no,20,apr,44,7024323,40,female,administrative,single,highSchool,no,315,yes,no,cellPhone,1,,0,unknown
432185217,yes,4,feb,658,7029268,39,female,services,married,highSchool,no,2758,no,no,cellPhone,3,,0,unknown
432158360,no,22,jul,65,7030046,33,female,technical,married,uniGraduated,no,0,yes,no,cellPhone,1,,0,unknown
432148156,no,26,may,144,7033704,28,female,worker,single,highSchool,no,48,no,no,unknown,3,,0,unknown
432148448,no,27,may,145,7035499,31,female,manager,married,uniGraduated,no,91,no,no,unknown,2,,0,unknown
432168588,no,20,nov,231,7037376,52,female,manager,married,uniGraduated,no,2708,yes,no,cellPhone,1,,0,unknown
432178419,no,11,may,313,7038331,43,male,manager,divorced,uniGraduated,no,221,yes,no,cellPhone,1,369.0,2,failure
432159122,no,24,jul,631,7039717,40,female,technical,single,uniGraduated,no,445,yes,no,cellPhone,1,,0,unknown
432176618,no,4,may,101,7040604,25,female,student,single,highSchool,no,41,yes,no,landline,2,,0,unknown
432150417,no,2,jun,180,7043733,31,female,worker,married,highSchool,no,3659,no,no,unknown,1,,0,unknown
432178364,no,11,may,138,7045190,29,male,worker,married,highSchool,no,37,yes,no,cellPhone,3,353.0,1,other
432176476,no,30,apr,301,7048669,39,male,manager,married,uniGraduated,no,4539,no,no,cellPhone,1,,0,unknown
432159613,no,28,jul,24,7050711,39,male,worker,married,secondarySchool,no,643,no,yes,cellPhone,14,,0,unknown
432179923,no,14,may,6,7057066,49,female,technical,married,highSchool,no,-205,yes,yes,cellPhone,6,309.0,1,failure
432143838,no,8,may,459,7058893,28,male,worker,married,highSchool,no,0,yes,no,unknown,2,,0,unknown
432174129,no,8,apr,179,7061890,55,male,selfEmployed,married,highSchool,no,12159,yes,no,cellPhone,5,139.0,4,failure
432182965,yes,4,aug,505,7065074,47,male,technical,married,highSchool,no,1167,yes,no,cellPhone,1,96.0,6,success
432170232,yes,28,jan,872,7065326,31,male,selfEmployed,single,uniGraduated,no,1657,yes,yes,cellPhone,1,,0,unknown
432176958,no,5,may,227,7065868,43,female,manager,married,highSchool,no,-100,yes,no,cellPhone,1,,0,unknown
432155747,no,9,jul,183,7066071,36,female,worker,married,highSchool,no,56,yes,no,cellPhone,1,,0,unknown
432183915,no,14,sep,394,7067569,28,male,manager,single,uniGraduated,no,2380,no,no,cellPhone,2,,0,unknown
432184507,no,5,nov,143,7068780,78,female,retired,divorced,secondarySchool,no,55,no,no,landline,3,90.0,1,other
432149540,no,29,may,126,7069663,40,male,manager,married,uniGraduated,no,832,yes,yes,unknown,1,,0,unknown
432183914,no,14,sep,85,7075440,20,male,student,single,highSchool,no,29,no,no,cellPhone,2,,0,unknown
432184923,yes,29,dec,155,7076874,32,male,manager,single,uniGraduated,no,718,yes,no,cellPhone,1,197.0,1,success
432179674,no,13,may,134,7078634,37,female,worker,married,highSchool,no,513,yes,no,cellPhone,1,362.0,3,failure
432148049,no,26,may,281,7082270,35,female,worker,married,secondarySchool,no,-239,yes,no,unknown,1,,0,unknown
432187098,yes,9,sep,209,7086364,31,female,manager,married,uniGraduated,no,877,no,no,cellPhone,1,92.0,8,success
432168815,no,20,nov,57,7097427,35,male,technical,single,highSchool,no,-476,yes,no,cellPhone,6,177.0,4,failure
